STRUCTURE_NUMBER_008,LOCATION_009,MAT_GROUP,DECK_COND_058,SUPERSTRUCTURE_COND_059,SUBSTRUCTURE_COND_060,F_deck,F_super,F_sub,D_decay_index,p_advdet,Risk_advdet,"coordinates (lat, lon)",Risk_Level,Street_View_URL,Risk_Explanation
1.217E+14,'3.60 MI E OF IH 45',Concrete – prestressed,7.0,7.0,6.0,0.07,0.07,0.15,10.2,0.14780151679651,0.14780151679651,"30.210514, -95.397778",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=30.210514,-95.397778",
121700AA1431127,'0.15 MI N OF RIVER PLANT',Concrete – prestressed,7.0,6.0,7.0,0.07,0.15,0.07,10.2,0.14780151679651,0.14780151679651,"30.246539, -95.437119",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=30.246539,-95.437119",
121700AA1478051,'1.6 MI W OF FM 1314',Concrete – prestressed,7.0,7.0,6.0,0.07,0.07,0.15,10.2,0.14780151679651,0.14780151679651,"30.251036, -95.421231",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=30.251036,-95.421231",
121700C00330001,'1.40 MI E  OF SH 75',Concrete – prestressed,7.0,6.0,7.0,0.07,0.15,0.07,10.2,0.14780151679651,0.14780151679651,"30.295203, -95.433758",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=30.295203,-95.433758",
121700K00034010,'0.1 MI NORTH OF SH 105',Concrete – prestressed,7.0,7.0,6.0,0.07,0.07,0.15,10.2,0.14780151679651,0.14780151679651,"30.388861, -95.675522",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=30.388861,-95.675522",
121700K00034012,'0.50 MI W OF FM 149',Concrete – prestressed,7.0,6.0,7.0,0.07,0.15,0.07,10.2,0.14780151679651,0.14780151679651,"30.400331, -95.708603",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=30.400331,-95.708603",
1.2237E+14,'0.1 MI E OF FM 359',Concrete – prestressed,7.0,7.0,6.0,0.07,0.07,0.15,10.2,0.14780151679651,0.14780151679651,"30.096469, -96.040236",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=30.096469,-96.040236",
1.2237E+14,'0.8 MI E OF FM 359',Concrete – prestressed,7.0,7.0,6.0,0.07,0.07,0.15,10.2,0.14780151679651,0.14780151679651,"30.091314, -96.029800",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=30.091314,-96.029800",
1.2237E+14,'4.3 MI W OF FM 362',Concrete – prestressed,7.0,6.0,7.0,0.07,0.15,0.07,10.2,0.14780151679651,0.14780151679651,"30.084183, -96.004217",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=30.084183,-96.004217",
1.2237E+14,'4.8 MI W OF FM 362',Concrete – prestressed,7.0,7.0,6.0,0.07,0.07,0.15,10.2,0.14780151679651,0.14780151679651,"30.087511, -96.011833",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=30.087511,-96.011833",
1.2237E+14,'4.4 MI S OF FM 3346',Concrete – prestressed,7.0,7.0,6.0,0.07,0.07,0.15,10.2,0.14780151679651,0.14780151679651,"29.993200, -96.086456",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=29.993200,-96.086456",
122370AA0128001,'0.60 MI W  OF FM 359',Concrete – prestressed,7.0,7.0,6.0,0.07,0.07,0.15,10.2,0.14780151679651,0.14780151679651,"29.848181, -96.007689",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=29.848181,-96.007689",
122370AA0304001,'1.30 MI N  OF FM 1488',Concrete – prestressed,7.0,7.0,6.0,0.07,0.07,0.15,10.2,0.14780151679651,0.14780151679651,"30.150006, -95.980883",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=30.150006,-95.980883",
1.3008E+14,'3.9 Mi NW of FM 331',Concrete – prestressed,7.0,6.0,7.0,0.07,0.15,0.07,10.2,0.14780151679651,0.14780151679651,"29.885814, -96.209978",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=29.885814,-96.209978",
130080AA0366006,'0.75 MI N OF FM 949',Concrete – prestressed,7.0,7.0,6.0,0.07,0.07,0.15,10.2,0.14780151679651,0.14780151679651,"29.876186, -96.312317",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=29.876186,-96.312317",
130080AA0370001,'0.55 MI E OF FM 949',Concrete – prestressed,7.0,7.0,6.0,0.07,0.07,0.15,10.2,0.14780151679651,0.14780151679651,"29.857097, -96.201831",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=29.857097,-96.201831",
1.3029E+14,'3.46 MI S VICTORIA CTY LN',Concrete – prestressed,7.0,6.0,7.0,0.07,0.15,0.07,10.2,0.14780151679651,0.14780151679651,"28.626181, -96.728358",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=28.626181,-96.728358",
1.3029E+14,'3.45 MI S VICTORIA CTY LN',Concrete – prestressed,7.0,7.0,6.0,0.07,0.07,0.15,10.2,0.14780151679651,0.14780151679651,"28.626050, -96.728150",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=28.626050,-96.728150",
1.3029E+14,'0.43 MI S OF FM 2433',Concrete – prestressed,7.0,7.0,6.0,0.07,0.07,0.15,10.2,0.14780151679651,0.14780151679651,"28.577175, -96.649331",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=28.577175,-96.649331",
130290AA0206003,'0.9 MI E OF FM 1090',Concrete – prestressed,7.0,7.0,6.0,0.07,0.07,0.15,10.2,0.14780151679651,0.14780151679651,"28.664989, -96.648844",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=28.664989,-96.648844",
130450AA0330001,'0.6 MI E OF LAVACA C/L',Concrete – prestressed,7.0,6.0,7.0,0.07,0.15,0.07,10.2,0.14780151679651,0.14780151679651,"29.362489, -96.576975",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=29.362489,-96.576975",
1.3062E+14,'3.94 MI SOUTH OF SH 119',Concrete – prestressed,7.0,7.0,6.0,0.07,0.07,0.15,10.2,0.14780151679651,0.14780151679651,"28.930439, -97.447856",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=28.930439,-97.447856",
130620AA0122001,'1.0 MI S OF DUBOSE RANCH',Concrete – prestressed,7.0,7.0,6.0,0.07,0.07,0.15,10.2,0.14780151679651,0.14780151679651,"29.096497, -97.513206",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=29.096497,-97.513206",
130620AA0154001,'3.40 MI S OF BELVU CEM RD',Concrete – prestressed,7.0,7.0,6.0,0.07,0.07,0.15,10.2,0.14780151679651,0.14780151679651,"29.163892, -97.372706",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=29.163892,-97.372706",
130620AA0155001,'1.50 MI W  OF FM 953',Concrete – prestressed,7.0,7.0,6.0,0.07,0.07,0.15,10.2,0.14780151679651,0.14780151679651,"29.150808, -97.396181",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=29.150808,-97.396181",
130620AA0243001,'2.40 MI W  OF US 87',Concrete – prestressed,7.0,7.0,6.0,0.07,0.07,0.15,10.2,0.14780151679651,0.14780151679651,"28.974736, -97.187928",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=28.974736,-97.187928",
130620AA0243003,'3.34 MI W  OF US 87',Concrete – prestressed,7.0,7.0,6.0,0.07,0.07,0.15,10.2,0.14780151679651,0.14780151679651,"28.966761, -97.203444",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=28.966761,-97.203444",
130620AA0250001,'0.35 MI N  OF FM 884',Concrete – prestressed,7.0,6.0,7.0,0.07,0.15,0.07,10.2,0.14780151679651,0.14780151679651,"28.951192, -97.469069",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=28.951192,-97.469069",
130620AA0299001,'2.40 MI NW OF US 77A',Concrete – prestressed,7.0,7.0,6.0,0.07,0.07,0.15,10.2,0.14780151679651,0.14780151679651,"29.238686, -97.249383",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=29.238686,-97.249383",
1.3076E+14,'1.6 MI W OF SH 159',Concrete – prestressed,7.0,6.0,7.0,0.07,0.15,0.07,10.2,0.14780151679651,0.14780151679651,"29.921586, -96.881147",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=29.921586,-96.881147",
1.3076E+14,'3.65 MI SE OF BASTROP C/L',Concrete – prestressed,7.0,6.0,7.0,0.07,0.15,0.07,10.2,0.14780151679651,0.14780151679651,"29.941719, -97.062408",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=29.941719,-97.062408",
1.3076E+14,'1.30 MI SE OF BASTROP C/L',Concrete – prestressed,7.0,7.0,6.0,0.07,0.07,0.15,10.2,0.14780151679651,0.14780151679651,"29.961244, -97.092078",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=29.961244,-97.092078",
1.3076E+14,'1.05 MI W OF US 77',Concrete – prestressed,7.0,7.0,6.0,0.07,0.07,0.15,10.2,0.14780151679651,0.14780151679651,"29.913119, -96.896031",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=29.913119,-96.896031",
1.3076E+14,'1.55 MI SE OF US 77',Concrete – prestressed,7.0,6.0,7.0,0.07,0.15,0.07,10.2,0.14780151679651,0.14780151679651,"29.918958, -96.856406",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=29.918958,-96.856406",
1.3076E+14,'2.15 MI W OF US 77',Concrete – prestressed,7.0,7.0,6.0,0.07,0.07,0.15,10.2,0.14780151679651,0.14780151679651,"29.689886, -96.938297",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=29.689886,-96.938297",
1.3076E+14,'2.15 MI W OF US 77',Concrete – prestressed,7.0,7.0,6.0,0.07,0.07,0.15,10.2,0.14780151679651,0.14780151679651,"29.689611, -96.938281",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=29.689611,-96.938281",
1.3076E+14,'3.30 MI E OF US 77',Concrete – prestressed,7.0,7.0,6.0,0.07,0.07,0.15,10.2,0.14780151679651,0.14780151679651,"29.694300, -96.848886",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=29.694300,-96.848886",
1.3076E+14,'3.30 MI E OF US 77',Concrete – prestressed,7.0,6.0,7.0,0.07,0.15,0.07,10.2,0.14780151679651,0.14780151679651,"29.694211, -96.849206",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=29.694211,-96.849206",
1.3076E+14,'1.45 MI S OF US 90',Concrete – prestressed,7.0,7.0,6.0,0.07,0.07,0.15,10.2,0.14780151679651,0.14780151679651,"29.664997, -96.923703",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=29.664997,-96.923703",
1.3076E+14,'1.80 MI SW OF FM 155',Concrete – prestressed,7.0,7.0,6.0,0.07,0.07,0.15,10.2,0.14780151679651,0.14780151679651,"29.836522, -96.859514",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=29.836522,-96.859514",
1.309E+14,'5.4 MI W OF SH 304',Concrete – prestressed,7.0,7.0,6.0,0.07,0.07,0.15,10.2,0.14780151679651,0.14780151679651,"29.650450, -97.504533",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=29.650450,-97.504533",
1.309E+14,'5.4 MI E OF FM 794',Concrete – prestressed,7.0,7.0,6.0,0.07,0.07,0.15,10.2,0.14780151679651,0.14780151679651,"29.658211, -97.415203",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=29.658211,-97.415203",
1.309E+14,'1.0 MI E OF FM 1680',Concrete – prestressed,7.0,7.0,6.0,0.07,0.07,0.15,10.2,0.14780151679651,0.14780151679651,"29.688883, -97.253094",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=29.688883,-97.253094",
1.309E+14,'3.00 MI E  OF US 90',Concrete – prestressed,7.0,7.0,6.0,0.07,0.07,0.15,10.2,0.14780151679651,0.14780151679651,"29.692319, -97.203533",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=29.692319,-97.203533",
1.309E+14,'0.00 MI E  OF SH 97',Concrete – prestressed,7.0,7.0,6.0,0.07,0.07,0.15,10.2,0.14780151679651,0.14780151679651,"29.669336, -97.301083",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=29.669336,-97.301083",
130900AA0422002,'1.95 MI S OF IH 10',Concrete – prestressed,7.0,7.0,6.0,0.07,0.07,0.15,10.2,0.14780151679651,0.14780151679651,"29.639172, -97.341347",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=29.639172,-97.341347",
1.3121E+14,'6.40 MI SW OF SH 111',Concrete – prestressed,7.0,7.0,6.0,0.07,0.07,0.15,10.2,0.14780151679651,0.14780151679651,"28.934225, -96.734969",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=28.934225,-96.734969",
1.3121E+14,'6.40 MI SW OF SH 111',Concrete – prestressed,7.0,7.0,6.0,0.07,0.07,0.15,10.2,0.14780151679651,0.14780151679651,"28.934006, -96.734831",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=28.934006,-96.734831",
1.3121E+14,'4.50 MI SW OF SH 111',Concrete – prestressed,7.0,7.0,6.0,0.07,0.07,0.15,10.2,0.14780151679651,0.14780151679651,"28.949806, -96.706914",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=28.949806,-96.706914",
1.3121E+14,'4.50 MI SW OF SH 111',Concrete – prestressed,7.0,7.0,6.0,0.07,0.07,0.15,10.2,0.14780151679651,0.14780151679651,"28.949611, -96.706736",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=28.949611,-96.706736",
1.3121E+14,'0.50 MI SW OF SH 111',Concrete – prestressed,7.0,7.0,6.0,0.07,0.07,0.15,10.2,0.14780151679651,0.14780151679651,"28.983558, -96.657911",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=28.983558,-96.657911",
1.3121E+14,'AT JCT FM 710',Concrete – prestressed,7.0,6.0,7.0,0.07,0.15,0.07,10.2,0.14780151679651,0.14780151679651,"29.049531, -96.515558",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=29.049531,-96.515558",
1.3121E+14,'1.2 Mi SW of FM 710',Concrete – prestressed,7.0,7.0,6.0,0.07,0.07,0.15,10.2,0.14780151679651,0.14780151679651,"29.038556, -96.530889",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=29.038556,-96.530889",
1.3121E+14,'0.8 Mi E of FM 710',Concrete – prestressed,7.0,7.0,6.0,0.07,0.07,0.15,10.2,0.14780151679651,0.14780151679651,"29.051228, -96.502281",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=29.051228,-96.502281",
1.3121E+14,'0.9 MI S of FM 1822',Concrete – prestressed,7.0,6.0,7.0,0.07,0.15,0.07,10.2,0.14780151679651,0.14780151679651,"28.889244, -96.583250",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=28.889244,-96.583250",
131430AA0229002,'0.70 MI W  OF FM 957',Concrete – prestressed,7.0,6.0,7.0,0.07,0.15,0.07,10.2,0.14780151679651,0.14780151679651,"29.518775, -97.001383",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=29.518775,-97.001383",
131430AA0229003,'0.60 MI W OF FM 957',Concrete – prestressed,7.0,7.0,6.0,0.07,0.07,0.15,10.2,0.14780151679651,0.14780151679651,"29.519417, -96.999522",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=29.519417,-96.999522",
131430AA0327001,'2.05 MI S OF FM 531',Concrete – prestressed,7.0,7.0,6.0,0.07,0.07,0.15,10.2,0.14780151679651,0.14780151679651,"29.252747, -96.885642",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=29.252747,-96.885642",
131430AA0330001,'0.9 MI SW OF US 77',Concrete – prestressed,7.0,6.0,7.0,0.07,0.15,0.07,10.2,0.14780151679651,0.14780151679651,"29.360856, -96.974331",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=29.360856,-96.974331",
131430AA0394002,'1.75 MI E OF US 77',Concrete – prestressed,7.0,7.0,6.0,0.07,0.07,0.15,10.2,0.14780151679651,0.14780151679651,"29.139478, -96.980544",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=29.139478,-96.980544",
131430AA0500001,'0.60 MI E OF JCT CR 124',Concrete – prestressed,7.0,7.0,6.0,0.07,0.07,0.15,10.2,0.14780151679651,0.14780151679651,"29.384747, -96.770406",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=29.384747,-96.770406",
1.3158E+14,'0.30 MI SE OF SH 60',Concrete – prestressed,7.0,6.0,7.0,0.07,0.15,0.07,10.2,0.14780151679651,0.14780151679651,"28.687072, -95.965461",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=28.687072,-95.965461",
1.3158E+14,'4.0 MI SW OF SH 60',Concrete – prestressed,7.0,7.0,6.0,0.07,0.07,0.15,10.2,0.14780151679651,0.14780151679651,"28.789417, -95.996608",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=28.789417,-95.996608",
131580AA0336001,'1.5 MI W OF SH 35',Concrete – prestressed,7.0,7.0,6.0,0.07,0.07,0.15,10.2,0.14780151679651,0.14780151679651,"28.771992, -96.234756",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=28.771992,-96.234756",
131580AA0363001,'2.9 MI W OF FM 2853',Concrete – prestressed,7.0,6.0,7.0,0.07,0.15,0.07,10.2,0.14780151679651,0.14780151679651,"28.811011, -96.198000",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=28.811011,-96.198000",
1.3235E+14,'AT JCT US 59 & SPUR 91',Concrete – prestressed,7.0,7.0,6.0,0.07,0.07,0.15,10.2,0.14780151679651,0.14780151679651,"28.729000, -97.034261",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=28.729000,-97.034261",
1.3235E+14,'0.70 MI SW OF US 59',Concrete – prestressed,7.0,7.0,6.0,0.07,0.07,0.15,10.2,0.14780151679651,0.14780151679651,"28.719875, -97.038617",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=28.719875,-97.038617",
1.3235E+14,'1.30 MI S OF US 59',Concrete – prestressed,7.0,7.0,6.0,0.07,0.07,0.15,10.2,0.14780151679651,0.14780151679651,"28.711850, -97.042489",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=28.711850,-97.042489",
1.3235E+14,'1.80 MI SW OF US 59',Concrete – prestressed,7.0,7.0,6.0,0.07,0.07,0.15,10.2,0.14780151679651,0.14780151679651,"28.727231, -97.078356",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=28.727231,-97.078356",
132350AA0106001,'AT VICTORIA-GOLIAD C/L',Concrete – prestressed,7.0,6.0,7.0,0.07,0.15,0.07,10.2,0.14780151679651,0.14780151679651,"28.763728, -97.165025",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=28.763728,-97.165025",
132350AA0117005,'6.30 MI N OF FM 1685',Concrete – prestressed,7.0,7.0,6.0,0.07,0.07,0.15,10.2,0.14780151679651,0.14780151679651,"28.905125, -97.161833",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=28.905125,-97.161833",
132350AA0145001,'5.80 MI N OF US 87',Concrete – prestressed,7.0,7.0,6.0,0.07,0.07,0.15,10.2,0.14780151679651,0.14780151679651,"28.912519, -97.085800",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=28.912519,-97.085800",
132350AA0179001,'1.00 MI N OF JCT FM 616',Concrete – prestressed,7.0,7.0,6.0,0.07,0.07,0.15,10.2,0.14780151679651,0.14780151679651,"28.672361, -96.872653",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=28.672361,-96.872653",
132350AA0228001,'0.60 MI S OF HILLER ROAD',Concrete – prestressed,7.0,7.0,6.0,0.07,0.07,0.15,10.2,0.14780151679651,0.14780151679651,"28.812836, -96.839461",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=28.812836,-96.839461",
132350AA0241002,'1.3 MI N OF JCT FM 1686',Concrete – prestressed,7.0,7.0,6.0,0.07,0.07,0.15,10.2,0.14780151679651,0.14780151679651,"28.856706, -96.870217",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=28.856706,-96.870217",
132350B00452001,'0.5 MI SW OF J STOCKBAUER',Concrete – prestressed,7.0,7.0,6.0,0.07,0.07,0.15,10.2,0.14780151679651,0.14780151679651,"28.805406, -96.946172",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=28.805406,-96.946172",
132350B00755001,'0.45 MI S OF COUNTRY CLUB',Concrete – prestressed,7.0,7.0,6.0,0.07,0.07,0.15,10.2,0.14780151679651,0.14780151679651,"28.845517, -97.010281",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=28.845517,-97.010281",
1.3241E+14,'1.55 MI W OF FM 1163',Concrete – prestressed,7.0,7.0,6.0,0.07,0.07,0.15,10.2,0.14780151679651,0.14780151679651,"29.174069, -96.302794",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=29.174069,-96.302794",
1.3241E+14,'1.55 MI W OF FM 1163',Concrete – prestressed,7.0,7.0,6.0,0.07,0.07,0.15,10.2,0.14780151679651,0.14780151679651,"29.174311, -96.302828",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=29.174311,-96.302828",
1.3241E+14,'1.60 MI SW OF FM 1160',Concrete – prestressed,7.0,6.0,7.0,0.07,0.15,0.07,10.2,0.14780151679651,0.14780151679651,"29.104744, -96.422175",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=29.104744,-96.422175",
1.3241E+14,'1.00 MI SW OF FM 1160',Concrete – prestressed,7.0,6.0,7.0,0.07,0.15,0.07,10.2,0.14780151679651,0.14780151679651,"29.112097, -96.417386",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=29.112097,-96.417386",
1.3241E+14,'0.85 MI SW OF LP 524',Concrete – prestressed,7.0,6.0,7.0,0.07,0.15,0.07,10.2,0.14780151679651,0.14780151679651,"29.148833, -96.350225",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=29.148833,-96.350225",
1.3241E+14,'1.00 MI E  OF FM 1163',Concrete – prestressed,7.0,6.0,7.0,0.07,0.15,0.07,10.2,0.14780151679651,0.14780151679651,"29.177933, -96.260842",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=29.177933,-96.260842",
1.3241E+14,'0.30 MI SW OF FM 960',Concrete – prestressed,7.0,7.0,6.0,0.07,0.07,0.15,10.2,0.14780151679651,0.14780151679651,"29.213172, -96.239067",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=29.213172,-96.239067",
1.3241E+14,'0.30 MI SW OF FM 960',Concrete – prestressed,7.0,7.0,6.0,0.07,0.07,0.15,10.2,0.14780151679651,0.14780151679651,"29.213025, -96.239406",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=29.213025,-96.239406",
1.3241E+14,'0.4 MI NE OF BU 59S',Concrete – prestressed,7.0,6.0,7.0,0.07,0.15,0.07,10.2,0.14780151679651,0.14780151679651,"29.219206, -96.235119",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=29.219206,-96.235119",
1.3241E+14,'3.2 MI N OF FM 961',Concrete – prestressed,7.0,7.0,6.0,0.07,0.07,0.15,10.2,0.14780151679651,0.14780151679651,"29.325344, -96.121514",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=29.325344,-96.121514",
1.3241E+14,'3.2 MI N OF FM 961',Concrete – prestressed,7.0,7.0,6.0,0.07,0.07,0.15,10.2,0.14780151679651,0.14780151679651,"29.326175, -96.121467",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=29.326175,-96.121467",
1.4011E+14,'1.0 MI W OF FM 1704',Concrete – prestressed,7.0,6.0,7.0,0.07,0.15,0.07,10.2,0.14780151679651,0.14780151679651,"30.345272, -97.380822",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=30.345272,-97.380822",
1.4011E+14,'0.2 MI W OF COLORADO DR',Concrete – prestressed,7.0,6.0,7.0,0.07,0.15,0.07,10.2,0.14780151679651,0.14780151679651,"30.016600, -97.146369",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=30.016600,-97.146369",
140110C00110001,'0.01 MI S OF SH 71',Concrete – prestressed,7.0,7.0,6.0,0.07,0.07,0.15,10.2,0.14780151679651,0.14780151679651,"30.104161, -97.313744",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=30.104161,-97.313744",
1.4016E+14,'0.1 MI N OF US 290 E',Concrete – prestressed,7.0,7.0,6.0,0.07,0.07,0.15,10.2,0.14780151679651,0.14780151679651,"30.203528, -98.376294",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=30.203528,-98.376294",
1.4016E+14,'0.9 MI E OF LP 163',Concrete – prestressed,7.0,6.0,7.0,0.07,0.15,0.07,10.2,0.14780151679651,0.14780151679651,"30.091089, -98.401489",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=30.091089,-98.401489",
140160AA0152002,'0.5 MI W OF US 281',Concrete – prestressed,7.0,7.0,6.0,0.07,0.07,0.15,10.2,0.14780151679651,0.14780151679651,"30.092614, -98.430553",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=30.092614,-98.430553",
1.4027E+14,'2.00 MI S OF SH 29',Concrete – prestressed,7.0,6.0,7.0,0.07,0.15,0.07,10.2,0.14780151679651,0.14780151679651,"30.749597, -98.353600",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=30.749597,-98.353600",
1.4027E+14,'11.7 MI W OF US 281',Concrete – prestressed,7.0,7.0,6.0,0.07,0.07,0.15,10.2,0.14780151679651,0.14780151679651,"30.657994, -98.428861",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=30.657994,-98.428861",
1.4028E+14,'3.2 MI E OF US 183',Concrete – prestressed,7.0,7.0,6.0,0.07,0.07,0.15,10.2,0.14780151679651,0.14780151679651,"29.655744, -97.600792",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=29.655744,-97.600792",
1.4028E+14,'0.3 MI NE OF FM 621',Concrete – prestressed,7.0,6.0,7.0,0.07,0.15,0.07,10.2,0.14780151679651,0.14780151679651,"29.782983, -97.831472",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=29.782983,-97.831472",
1.4028E+14,'2.0 MI S OF FM 1185',Concrete – prestressed,7.0,7.0,6.0,0.07,0.07,0.15,10.2,0.14780151679651,0.14780151679651,"29.925553, -97.676258",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=29.925553,-97.676258",
