STRUCTURE_NUMBER_008,LOCATION_009,lat,lon,"coordinates (lat, lon)",YEAR_BUILT_027,bridge_hurricane_category,damage_level,max_sustained_wind_kt_nearby,max_sustained_wind_mph_nearby,V_des_hurr,V_scour_hurr,V_age_hurr,Risk_hurricane,Risk_Level,Risk_Explanation,Street_View_URL
081280097203016,'0.95 MI  N OF FM 2833',32.546727777777775,-99.65671388888887,"32.546728, -99.656714",1992,0,No Risk,23.0,26.46794,1.0,0.4,1.0,0.0,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=32.546728,-99.656714"
081280097408015,'0.25 MI  E OF FM 1082',32.562261111111106,-99.6523777777778,"32.562261, -99.652378",1993,0,No Risk,23.0,26.46794,1.0,0.4,1.0,0.0,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=32.562261,-99.652378"
081150006901076,'0.2 MI N OF FM 33',32.18236666666667,-101.47394166666668,"32.182367, -101.473942",1940,0,No Risk,20.0,23.0156,1.0,0.4,2.428571428571429,0.0,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=32.182367,-101.473942"
081150006901106,'3.0 MI S OF IH 20',32.22970277777778,-101.47059166666666,"32.229703, -101.470592",1969,0,No Risk,20.0,23.0156,2.0,0.4,1.6,0.0,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=32.229703,-101.470592"
081150006901146,'3.70 MI S  OF FM 700',32.17715277777778,-101.47328611111112,"32.177153, -101.473286",2016,0,No Risk,20.0,23.0156,2.0,0.4,1.0,0.0,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=32.177153,-101.473286"
081150006901147,'0.93 MI N  OF RM 33',32.191088888888885,-101.47488888888888,"32.191089, -101.474889",2016,0,No Risk,20.0,23.0156,2.0,0.4,1.0,0.0,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=32.191089,-101.474889"
081150006901148,'3.35 Miles S of I-20',32.19682222222222,-101.48797777777776,"32.196822, -101.487978",2016,0,No Risk,20.0,23.0156,2.0,0.4,1.0,0.0,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=32.196822,-101.487978"
081150006901149,'2.96 Miles South of I-20',32.19211388888888,-101.50850833333334,"32.192114, -101.508508",2016,0,No Risk,20.0,23.0156,2.0,0.4,1.0,0.0,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=32.192114,-101.508508"
081150006815194,'5.5 Miles N of IH 20',32.28758611111111,-101.51563055555556,"32.287586, -101.515631",2020,0,No Risk,20.0,23.0156,2.0,0.4,1.0,0.0,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=32.287586,-101.515631"
081150006815195,'0.37 MI W  OF BU 87',32.290416666666665,-101.50639166666669,"32.290417, -101.506392",2020,0,No Risk,20.0,23.0156,2.0,0.4,1.0,0.0,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=32.290417,-101.506392"
081150006815196,'0.46 MI N  OF FM 700',32.297438888888884,-101.50175,"32.297439, -101.501750",2020,0,No Risk,20.0,23.0156,2.0,0.4,1.0,0.0,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=32.297439,-101.501750"
081280003304012,'0.65 MI NW OF US83/277INT',32.78114722222222,-99.90654166666668,"32.781147, -99.906542",1931,0,No Risk,20.0,23.0156,1.0,0.4,2.685714285714286,0.0,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=32.781147,-99.906542"
081150006815198,'4.3 Miles N of IH 20',32.28316944444445,-101.53700555555557,"32.283169, -101.537006",2020,0,No Risk,20.0,23.0156,1.0,0.4,1.0,0.0,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=32.283169,-101.537006"
081150006815199,'Intersection US87 & CR21',32.284258333333334,-101.53240277777778,"32.284258, -101.532403",2020,0,No Risk,20.0,23.0156,1.0,0.4,1.0,0.0,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=32.284258,-101.532403"
081150006901004,'1.2 MI S OF FM 33',32.161297222222224,-101.46183611111113,"32.161297, -101.461836",1934,0,No Risk,20.0,23.0156,1.0,0.4,2.6,0.0,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=32.161297,-101.461836"
081150006901005,'0.2 MI S OF FM 461',32.09975555555556,-101.40785555555556,"32.099756, -101.407856",1934,0,No Risk,20.0,23.0156,1.0,0.4,2.6,0.0,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=32.099756,-101.407856"
081150006808186,'0.5 Miles S of US 87',32.291133333333335,-101.4993,"32.291133, -101.499300",2020,0,No Risk,20.0,23.0156,2.0,0.4,1.0,0.0,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=32.291133,-101.499300"
081150006815187,'0.75 Miles N of IH 20',32.23795277777778,-101.55234722222222,"32.237953, -101.552347",2020,0,No Risk,20.0,23.0156,1.3333333333333333,0.4,1.0,0.0,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=32.237953,-101.552347"
081150006815188,'0.75 Miles N of IH 20',32.236650000000004,-101.55058888888888,"32.236650, -101.550589",2020,0,No Risk,20.0,23.0156,1.3333333333333333,0.4,1.0,0.0,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=32.236650,-101.550589"
081150006815189,'2.7 Miles N of IH 20',32.26552777777778,-101.5520472222222,"32.265528, -101.552047",2022,0,No Risk,20.0,23.0156,2.0,0.4,1.0,0.0,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=32.265528,-101.552047"
081150006815190,'2.7 Miles N of IH 20',32.26545,-101.55170833333334,"32.265450, -101.551708",2022,0,No Risk,20.0,23.0156,2.0,0.4,1.0,0.0,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=32.265450,-101.551708"
081150006815191,'7.2 Miles N of IH 20',32.28440277777778,-101.53243055555556,"32.284403, -101.532431",2020,0,No Risk,20.0,23.0156,2.0,0.4,1.0,0.0,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=32.284403,-101.532431"
081150006815197,'4 Miles N of IH 20',32.281419444444445,-101.54117222222222,"32.281419, -101.541172",2020,0,No Risk,20.0,23.0156,1.0,0.4,1.0,0.0,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=32.281419,-101.541172"
081150000506125,'1.0 MI E OF US 87',32.266933333333334,-101.47423611111113,"32.266933, -101.474236",1964,0,No Risk,20.0,23.0156,1.3333333333333333,0.4,1.7428571428571429,0.0,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=32.266933,-101.474236"
081150000506126,'2.1 MI E OF US 87',32.26225,-101.4541888888889,"32.262250, -101.454189",1964,0,No Risk,20.0,23.0156,1.3333333333333333,0.4,1.7428571428571429,0.0,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=32.262250,-101.454189"
081150000506127,'2.1 MI E OF US 87',32.262075,-101.4543,"32.262075, -101.454300",1964,0,No Risk,20.0,23.0156,1.3333333333333333,0.4,1.7428571428571429,0.0,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=32.262075,-101.454300"
081150000506128,'2.5 MI E OF US 87',32.261522222222226,-101.45046111111112,"32.261522, -101.450461",1964,0,No Risk,20.0,23.0156,1.3333333333333333,0.4,1.7428571428571429,0.0,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=32.261522,-101.450461"
081150000506078,'4.0 MI E OF FM 820',32.304808333333334,-101.23816388888888,"32.304808, -101.238164",1959,0,No Risk,20.0,23.0156,1.0,0.4,1.8857142857142857,0.0,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=32.304808,-101.238164"
081150000506079,'5.3 MI E OF FM 820',32.31161944444444,-101.21718333333334,"32.311619, -101.217183",1959,0,No Risk,20.0,23.0156,2.0,0.4,1.8857142857142857,0.0,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=32.311619,-101.217183"
081150000506080,'3.5 MI E OF US 87',32.26448611111111,-101.43243611111112,"32.264486, -101.432436",1959,0,No Risk,20.0,23.0156,2.0,0.4,1.8857142857142857,0.0,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=32.264486,-101.432436"
081150000506081,'3.5 MI E OF US 87',32.26430277777778,-101.4323777777778,"32.264303, -101.432378",1959,0,No Risk,20.0,23.0156,2.0,0.4,1.8857142857142857,0.0,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=32.264303,-101.432378"
081150000506082,'4.7 MI E OF US 87',32.26611944444444,-101.42030555555556,"32.266119, -101.420306",1959,0,No Risk,20.0,23.0156,2.0,0.4,1.8857142857142857,0.0,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=32.266119,-101.420306"
081150000506083,'5.2 MI E OF US 87',32.26744166666666,-101.40363055555557,"32.267442, -101.403631",1959,0,No Risk,20.0,23.0156,2.0,0.4,1.8857142857142857,0.0,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=32.267442,-101.403631"
081150006901075,'1.3 MI S OF FM 700',32.21122777777778,-101.474425,"32.211228, -101.474425",1939,0,No Risk,20.0,23.0156,1.3333333333333333,0.4,2.4571428571428573,0.0,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=32.211228,-101.474425"
081150000506085,'4.0 MI W OF FM 820',32.27461666666667,-101.37047777777777,"32.274617, -101.370478",1959,0,No Risk,20.0,23.0156,1.0,0.4,1.8857142857142857,0.0,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=32.274617,-101.370478"
081150006901150,'1 mile South of I-20',32.214533333333335,-101.54171666666666,"32.214533, -101.541717",2016,0,No Risk,20.0,23.0156,2.0,0.4,1.0,0.0,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=32.214533,-101.541717"
081150006901151,'1.02 mi S of I20',32.21446111111111,-101.54201666666668,"32.214461, -101.542017",2016,0,No Risk,20.0,23.0156,2.0,0.4,1.0,0.0,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=32.214461,-101.542017"
081150006901152,'3.70 MI S  OF FM 700',32.17708888888889,-101.4735,"32.177089, -101.473500",2016,0,No Risk,20.0,23.0156,2.0,0.4,1.0,0.0,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=32.177089,-101.473500"
081150006901153,'3.35 Miles S of I-20',32.196666666666665,-101.487925,"32.196667, -101.487925",2016,0,No Risk,20.0,23.0156,2.0,0.4,1.0,0.0,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=32.196667,-101.487925"
081150006901154,'2.96 Mi S  of IH 20',32.19211111111111,-101.50851666666668,"32.192111, -101.508517",2016,0,No Risk,20.0,23.0156,2.0,0.4,1.0,0.0,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=32.192111,-101.508517"
081150054804004,'0.1 MI W OF IH 20',32.26159166666667,-101.50653055555556,"32.261592, -101.506531",1950,0,No Risk,20.0,23.0156,1.0,0.4,2.142857142857143,0.0,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=32.261592,-101.506531"
081150054804005,'0.8 MI W OF IH 20',32.262994444444445,-101.51664166666669,"32.262994, -101.516642",1965,0,No Risk,20.0,23.0156,1.0,0.4,1.7142857142857144,0.0,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=32.262994,-101.516642"
081150054804007,'4.6 MI W OF FM 2599',32.27101666666667,-101.68908055555556,"32.271017, -101.689081",1971,0,No Risk,20.0,23.0156,1.0,0.4,1.5428571428571427,0.0,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=32.271017,-101.689081"
081150006901074,'0.3 MI S OF FM 700',32.22618333333334,-101.47003055555555,"32.226183, -101.470031",1939,0,No Risk,20.0,23.0156,1.3333333333333333,0.4,2.4571428571428573,0.0,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=32.226183,-101.470031"
081150000506084,'4.0 MI W OF FM 820',32.27481111111111,-101.3705472222222,"32.274811, -101.370547",1959,0,No Risk,20.0,23.0156,1.0,0.4,1.8857142857142857,0.0,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=32.274811,-101.370547"
081150069301016,'2.7 MI NE OF FM 700',32.35326111111111,-101.40307222222222,"32.353261, -101.403072",1958,0,No Risk,20.0,23.0156,1.0,0.4,1.914285714285714,0.0,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=32.353261,-101.403072"
081150069301017,'3.7 MI SW OF FM 820',32.370375,-101.38610277777778,"32.370375, -101.386103",1958,0,No Risk,20.0,23.0156,1.0,0.4,1.914285714285714,0.0,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=32.370375,-101.386103"
081150069301018,'1.8 MI SW OF FM 820',32.38961388888889,-101.36140277777776,"32.389614, -101.361403",1958,0,No Risk,20.0,23.0156,1.0,0.4,1.914285714285714,0.0,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=32.389614,-101.361403"
081150054804008,'2.6 MI W OF FM 2599',32.27064166666666,-101.66038333333334,"32.270642, -101.660383",1971,0,No Risk,20.0,23.0156,1.0,0.4,1.5428571428571427,0.0,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=32.270642,-101.660383"
081150055804011,'2.0 MI N OF FM 700',32.323372222222226,-101.47386388888889,"32.323372, -101.473864",1930,0,No Risk,20.0,23.0156,1.0,0.4,2.7142857142857144,0.0,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=32.323372,-101.473864"
081150066801143,'3.7 MI SW OF IH 20',32.229705555555554,-101.47041388888888,"32.229706, -101.470414",2002,0,No Risk,20.0,23.0156,2.0,0.4,1.0,0.0,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=32.229706,-101.470414"
081150066802002,'0.5 MI S OF IH 20',32.257802777777776,-101.43146944444445,"32.257803, -101.431469",1959,0,No Risk,20.0,23.0156,1.0,0.4,1.8857142857142857,0.0,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=32.257803,-101.431469"
081150066802007,'0.22 MI E OF US 87',32.230275,-101.46689166666668,"32.230275, -101.466892",1969,0,No Risk,20.0,23.0156,1.0,0.4,1.6,0.0,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=32.230275,-101.466892"
081150066802008,'1.3 MI S OF IH 20',32.247033333333334,-101.43915833333334,"32.247033, -101.439158",1970,0,No Risk,20.0,23.0156,1.0,0.4,1.5714285714285714,0.0,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=32.247033,-101.439158"
081150066802009,'0.5 MI S OF IH 20',32.25801944444444,-101.43168055555556,"32.258019, -101.431681",1970,0,No Risk,20.0,23.0156,1.0,0.4,1.5714285714285714,0.0,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=32.258019,-101.431681"
081150006815192,'7.2 Miles N of IH 20',32.28415,-101.53230555555557,"32.284150, -101.532306",2020,0,No Risk,20.0,23.0156,2.0,0.4,1.0,0.0,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=32.284150,-101.532306"
081280003305030,'3.90 MI NW OF FM 3034',32.567508333333336,-99.79321944444445,"32.567508, -99.793219",1956,0,No Risk,23.0,26.46794,1.0,0.4,1.9714285714285715,0.0,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=32.567508,-99.793219"
081280003305031,'0.80 MI SE OF FM 1082',32.598483333333334,-99.81466666666668,"32.598483, -99.814667",1956,0,No Risk,23.0,26.46794,1.3333333333333333,0.4,1.9714285714285715,0.0,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=32.598483,-99.814667"
081280003305033,'0.40 MI SE OF FM 1082',32.604533333333336,-99.8177,"32.604533, -99.817700",1931,0,No Risk,23.0,26.46794,1.0,0.4,2.685714285714286,0.0,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=32.604533,-99.817700"
081280003305081,'3.90 MI NW OF FM 3034',32.56764722222223,-99.79296111111113,"32.567647, -99.792961",1978,0,No Risk,23.0,26.46794,2.0,0.4,1.342857142857143,0.0,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=32.567647,-99.792961"
081280003305082,'0.80 MI SE OF FM 1082',32.598483333333334,-99.81490833333334,"32.598483, -99.814908",1978,0,No Risk,23.0,26.46794,2.0,0.4,1.342857142857143,0.0,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=32.598483,-99.814908"
081280003305092,'1.39 MI N OF FM 605',32.609608333333334,-99.82000833333332,"32.609608, -99.820008",2002,0,No Risk,23.0,26.46794,2.0,0.4,1.0,0.0,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=32.609608,-99.820008"
081280003305093,'1.39 MI N OF FM 605',32.60951666666667,-99.8202111111111,"32.609517, -99.820211",2002,0,No Risk,23.0,26.46794,2.0,0.4,1.0,0.0,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=32.609517,-99.820211"
081280010701002,'1.00 MI NW OF FM 1636',32.880691666666664,-99.72967222222222,"32.880692, -99.729672",1926,0,No Risk,20.0,23.0156,1.0,0.4,2.8285714285714283,0.0,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=32.880692,-99.729672"
081280003304010,'3.40 MI NW OF US83/277INT',32.79796111111111,-99.95031388888889,"32.797961, -99.950314",1931,0,No Risk,20.0,23.0156,1.0,0.4,2.685714285714286,0.0,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=32.797961,-99.950314"
081280003304011,'0.80 MI NW OF US83/277',32.78176388888889,-99.90852777777778,"32.781764, -99.908528",1931,0,No Risk,20.0,23.0156,1.0,0.4,2.685714285714286,0.0,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=32.781764,-99.908528"
081150066803004,'2.4 MI N OF IH 20',32.289855555555555,-101.45903055555556,"32.289856, -101.459031",1966,0,No Risk,20.0,23.0156,1.0,0.4,1.6857142857142855,0.0,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=32.289856,-101.459031"
081150006815193,'5.5 Miles N of IH 20',32.287875,-101.51573611111112,"32.287875, -101.515736",2020,0,No Risk,20.0,23.0156,2.0,0.4,1.0,0.0,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=32.287875,-101.515736"
081150115502002,'2.5 MI W OF US 87',32.406619444444445,-101.6241722222222,"32.406619, -101.624172",1959,0,No Risk,20.0,23.0156,1.0,0.4,1.8857142857142857,0.0,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=32.406619,-101.624172"
081150115502003,'2.0 MI W OF US 87',32.40833611111111,-101.61674722222222,"32.408336, -101.616747",1959,0,No Risk,20.0,23.0156,1.0,0.4,1.8857142857142857,0.0,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=32.408336,-101.616747"
081150115503010,'5.61 MI E OF US 87',32.51884444444444,-101.58291666666666,"32.518844, -101.582917",2014,0,No Risk,20.0,23.0156,2.0,0.4,1.0,0.0,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=32.518844,-101.582917"
081150115601001,'6.2 MI N OF IH 20',32.38002777777778,-101.33282777777778,"32.380028, -101.332828",1940,0,No Risk,20.0,23.0156,1.0,0.4,2.428571428571429,0.0,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=32.380028,-101.332828"
081150115601005,'2.2 MI N OF IH 20',32.324558333333336,-101.31522222222222,"32.324558, -101.315222",1961,0,No Risk,20.0,23.0156,1.0,0.4,1.8285714285714287,0.0,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=32.324558,-101.315222"
081150115601006,'6.0 MI N OF IH 20',32.37777222222222,-101.33205833333334,"32.377772, -101.332058",1969,0,No Risk,20.0,23.0156,1.0,0.4,1.6,0.0,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=32.377772,-101.332058"
081150115602004,'6.5 MI S OF IH 20',32.21245833333334,-101.21114166666666,"32.212458, -101.211142",1955,0,No Risk,20.0,23.0156,1.0,0.4,2.0,0.0,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=32.212458,-101.211142"
081150115602007,'5.1 MI E OF US 87',32.095375000000004,-101.30918333333334,"32.095375, -101.309183",1989,0,No Risk,20.0,23.0156,1.0,0.4,1.0285714285714285,0.0,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=32.095375,-101.309183"
081150069301020,'1.5 MI SW OF FM 800',32.3915,-101.35890833333332,"32.391500, -101.358908",1969,0,No Risk,20.0,23.0156,1.0,0.4,1.6,0.0,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=32.391500,-101.358908"
081150069301014,'1.0 MI N OF IH 20',32.27926111111111,-101.47755833333332,"32.279261, -101.477558",1955,0,No Risk,20.0,23.0156,1.0,0.4,2.0,0.0,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=32.279261,-101.477558"
081150069301022,'7.9 MI NE OF FM 820',32.47315277777778,-101.22764722222225,"32.473153, -101.227647",1969,0,No Risk,20.0,23.0156,1.0,0.4,1.6,0.0,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=32.473153,-101.227647"
081150069301024,'0.9 MI S OF IH 20',32.25808055555556,-101.47045555555556,"32.258081, -101.470456",1977,0,No Risk,20.0,23.0156,2.0,0.4,1.3714285714285714,0.0,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=32.258081,-101.470456"
