STRUCTURE_NUMBER_008,LOCATION_009,lat,lon,"coordinates (lat, lon)",YEAR_BUILT_027,bridge_hurricane_category,damage_level,max_sustained_wind_kt_nearby,max_sustained_wind_mph_nearby,V_des_hurr,V_scour_hurr,V_age_hurr,Risk_hurricane,Risk_Level,Risk_Explanation,Street_View_URL
210310AA0929001,'0.75 MI E  OF OLMITO RD N',26.31407777777778,-97.48198611111113,"26.314078, -97.481986",2002,4,Very High,120.0,138.09359999999998,2.0,0.4,1.0,0.1372682062346917,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=26.314078,-97.481986"
160130008801023,'5.2 MI NE OF US 181',28.467138888888886,-97.67741666666667,"28.467139, -97.677417",1949,3,High,105.0,120.8319,1.0,0.4,2.171428571428572,0.1371103078853224,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=28.467139,-97.677417"
201010081303003,'1.00 MI W  OF US 69',30.233869444444444,-94.22175833333334,"30.233869, -94.221758",1949,3,High,100.0,115.078,1.0,0.4,2.171428571428572,0.1371103078853224,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=30.233869,-94.221758"
201240020016145,'0.35 MI SE OF SH 73',29.915166666666664,-93.95116666666668,"29.915167, -93.951167",1949,3,High,100.0,115.078,1.0,0.4,2.171428571428572,0.1371103078853224,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=29.915167,-93.951167"
201240020016147,'0.3 MI NW OF SH 87',29.901625,-93.93265,"29.901625, -93.932650",1949,3,High,100.0,115.078,1.0,0.4,2.171428571428572,0.1371103078853224,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=29.901625,-93.932650"
201010081303002,'0.70 MI W  OF US 69',30.236408333333333,-94.21875555555556,"30.236408, -94.218756",1949,3,High,100.0,115.078,1.0,0.4,2.171428571428572,0.1371103078853224,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=30.236408,-94.218756"
160130008801024,'4.3 MI NE OF US 181',28.45886388888889,-97.68798333333334,"28.458864, -97.687983",1949,3,High,105.0,120.8319,1.0,0.4,2.171428571428572,0.1371103078853224,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=28.458864,-97.687983"
132350037101048,'1.3 MI S OF US 59',28.71188055555556,-97.04273333333332,"28.711881, -97.042733",1960,4,Very High,115.0,132.3397,1.3333333333333333,0.4,1.8571428571428568,0.1370364202805042,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=28.711881,-97.042733"
130620AA0172001,'1.85 MI S  OF CR 129',29.127436111111116,-97.3875388888889,"29.127436, -97.387539",1960,2,Moderate,85.0,97.8163,2.0,0.4,1.8571428571428568,0.1366414444617874,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=29.127436,-97.387539"
161780010201090,'JCT SH 44 & SH 358',27.783052777777776,-97.47011666666668,"27.783053, -97.470117",1980,4,Very High,115.0,132.3397,2.0,0.4,1.2857142857142856,0.1363504910191225,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=27.783053,-97.470117"
121020B61441002,'0.80 MI N OF LP 610',29.690744444444444,-95.4400777777778,"29.690744, -95.440078",1956,2,Moderate,91.0,104.72098,2.0,0.4,1.9714285714285715,0.1361564549275372,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=29.690744,-95.440078"
121020C01576001,'0.6 MI S OF FAIRMONT PKWY',29.641466666666663,-95.14328055555556,"29.641467, -95.143281",1979,2,Moderate,95.0,109.3241,1.0,1.2,1.3142857142857145,0.1361564549275372,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=29.641467,-95.143281"
121700033804067,'2.20 MI E  OF FM 1484',30.33058888888889,-95.29123333333334,"30.330589, -95.291233",1943,2,Moderate,91.0,104.72098,1.0,1.2,2.3428571428571425,0.1361551464761151,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=30.330589,-95.291233"
201240093202001,'1.1 MI S OF US 90',30.02139722222222,-94.40794166666667,"30.021397, -94.407942",1950,3,High,100.0,115.078,1.0,0.4,2.142857142857143,0.1360943225780511,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=30.021397,-94.407942"
121020AA4389002,'0.7 MI N OF TIDWELL RD',29.860008333333333,-95.22369444444443,"29.860008, -95.223694",1987,2,Moderate,95.0,109.3241,2.0,1.2,1.0857142857142856,0.136090031628446,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=29.860008,-95.223694"
121020TOL040219,'1.1 MI S OF FM 525',29.91562777777777,-95.37621388888888,"29.915628, -95.376214",1987,2,Moderate,91.0,104.72098,2.0,1.2,1.0857142857142856,0.136090031628446,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=29.915628,-95.376214"
121020B64305004,'0.50 MI E OF ANTOINE',29.846466666666664,-95.4607388888889,"29.846467, -95.460739",1987,2,Moderate,91.0,104.72098,2.0,1.2,1.0857142857142856,0.136090031628446,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=29.846467,-95.460739"
121020B68017004,'0.6 MI S OF IH 610',29.796347222222224,-95.28891388888889,"29.796347, -95.288914",1987,2,Moderate,95.0,109.3241,2.0,1.2,1.0857142857142856,0.136090031628446,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=29.796347,-95.288914"
121020B67817002,'0.10 MI S  OF T C JESTER',29.83833611111111,-95.4565027777778,"29.838336, -95.456503",1987,2,Moderate,91.0,104.72098,2.0,1.2,1.0857142857142856,0.136090031628446,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=29.838336,-95.456503"
130290014403088,'3.45 MI S VICTORIA CTY LN',28.62605,-96.72815,"28.626050, -96.728150",2003,4,Very High,115.0,132.3397,2.0,0.4,1.0,0.1359316937210271,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=28.626050,-96.728150"
130290014403087,'3.46 MI S VICTORIA CTY LN',28.62618055555556,-96.72835833333332,"28.626181, -96.728358",2003,4,Very High,115.0,132.3397,2.0,0.4,1.0,0.1359316937210271,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=28.626181,-96.728358"
130290AA0360001,'0.02 MI NW OF SH 35',28.577302777777778,-96.70228888888887,"28.577303, -96.702289",1998,4,Very High,115.0,132.3397,2.0,0.4,1.0,0.1359316937210271,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=28.577303,-96.702289"
210310003912033,'0.20 Mi NW of SH 345',26.14052222222222,-97.6293972222222,"26.140522, -97.629397",1946,1,Low,83.0,95.51474,1.0,1.2,2.257142857142857,0.1357403845622317,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=26.140522,-97.629397"
131210008903114,'3.5 MI W OF FM 530',28.98675555555556,-96.65065277777778,"28.986756, -96.650653",1972,2,Moderate,85.0,97.8163,2.0,0.4,1.5142857142857142,0.1357071065803841,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=28.986756,-96.650653"
121020B31281002,'0.20 MI S OF BINGLE',29.823652777777777,-95.49071944444444,"29.823653, -95.490719",1968,2,Moderate,91.0,104.72098,1.0,1.2,1.6285714285714286,0.1356542671643717,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=29.823653,-95.490719"
161780174201003,'1.25 MI S OF SH 44',27.76526944444445,-97.619425,"27.765269, -97.619425",1957,4,Very High,115.0,132.3397,1.0,0.4,1.9428571428571428,0.1354909750298902,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=27.765269,-97.619425"
201220071001004,'2.50 MI S of US 96',30.322752777777776,-94.0678361111111,"30.322753, -94.067836",1950,3,High,100.0,115.078,1.0,0.4,2.142857142857143,0.1353062248868313,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=30.322753,-94.067836"
201810C02055005,'0.2 MI W OF FM 1132',30.14360555555556,-93.97793888888889,"30.143606, -93.977939",1950,3,High,100.0,115.078,1.0,0.4,2.142857142857143,0.1353062248868313,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=30.143606,-93.977939"
201810C02055004,'0.65 MI E OF FM 105',30.130372222222224,-94.00264166666666,"30.130372, -94.002642",1950,3,High,100.0,115.078,1.0,0.4,2.142857142857143,0.1353062248868313,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=30.130372,-94.002642"
201810AA0590001,'0.55 MI N  OF IH 10',30.137869444444444,-93.94722222222222,"30.137869, -93.947222",1950,3,High,100.0,115.078,1.0,0.4,2.142857142857143,0.1353062248868313,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=30.137869,-93.947222"
201760AA0507005,'1.70 MI NE OF SH 87',30.26438333333333,-93.74769444444443,"30.264383, -93.747694",1950,3,High,100.0,115.078,1.0,0.4,2.142857142857143,0.1353062248868313,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=30.264383,-93.747694"
132350AA0107002,'.6 MI W OF COLETOVILLE RD',28.744897222222225,-97.14921666666667,"28.744897, -97.149217",1950,3,High,105.0,120.8319,1.0,0.4,2.142857142857143,0.1353062248868313,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=28.744897,-97.149217"
201240B00553010,'0.3 MI NW OF US 96',30.03192222222222,-94.08302777777776,"30.031922, -94.083028",1950,3,High,100.0,115.078,1.0,0.4,2.142857142857143,0.1353062248868313,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=30.031922,-94.083028"
160040B00310001,'1.10 MI NE OF SH 35 BUS',28.048225,-97.03322222222222,"28.048225, -97.033222",1985,4,Very High,115.0,132.3397,2.0,0.4,1.1428571428571428,0.1351237135845431,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=28.048225,-97.033222"
160130010008038,'1.3 MI SE OF FM 1465',28.54991388888889,-97.79092222222222,"28.549914, -97.790922",1929,3,High,105.0,120.8319,1.0,0.4,2.742857142857143,0.1350221481266726,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=28.549914,-97.790922"
201240AA0268001,'0.80 MI E  OF CR 257',29.833022222222223,-94.25277777777778,"29.833022, -94.252778",1979,3,High,100.0,115.078,1.3333333333333333,0.4,1.3142857142857145,0.1347694628128562,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=29.833022,-94.252778"
121020B13065023,'0.12 MI E OF LOCKWOOD DR',29.800416666666667,-95.31487777777778,"29.800417, -95.314878",1981,2,Moderate,91.0,104.72098,2.0,1.2,1.2571428571428571,0.1346575049797256,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=29.800417,-95.314878"
121020B13065022,'0.12 MI E OF LOCKWOOD DR',29.80043888888889,-95.31494722222222,"29.800439, -95.314947",1981,2,Moderate,91.0,104.72098,2.0,1.2,1.2571428571428571,0.1346575049797256,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=29.800439,-95.314947"
121020002713259,'0.5 MI W OF IH 610',29.72633888888889,-95.46818888888887,"29.726339, -95.468189",1961,2,Moderate,91.0,104.72098,2.0,0.4,1.8285714285714287,0.1345392683931446,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=29.726339,-95.468189"
201010AA0490002,'0.9 MI N OF SH 105',30.151466666666664,-94.31542222222222,"30.151467, -94.315422",1960,3,High,100.0,115.078,1.0,0.4,1.8571428571428568,0.1345336928818728,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=30.151467,-94.315422"
200360036701021,'0.2 MI S OF FM 1985',29.671972222222223,-94.37363055555556,"29.671972, -94.373631",1960,3,High,100.0,115.078,1.0,0.4,1.8571428571428568,0.1345336928818728,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=29.671972,-94.373631"
121020017711180,'3.60 MI N OF IH 610',29.861536111111118,-95.33361111111113,"29.861536, -95.333611",1995,2,Moderate,91.0,104.72098,2.0,1.2,1.0,0.1344621604367182,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=29.861536,-95.333611"
121020H15577001,'0.30 MI NE OF IH 45',29.65461388888889,-95.24742777777776,"29.654614, -95.247428",1993,2,Moderate,95.0,109.3241,2.0,1.2,1.0,0.1344621604367182,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=29.654614,-95.247428"
121700011004122,'0.2 MI  N OF HARRIS C/L',30.11363055555556,-95.43809166666666,"30.113631, -95.438092",1990,2,Moderate,91.0,104.72098,2.0,1.2,1.0,0.1344621604367182,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=30.113631,-95.438092"
121020017707218,'2.88 MI N OF BWY 8',29.97951111111111,-95.27862777777776,"29.979511, -95.278628",1997,2,Moderate,91.0,104.72098,2.0,1.2,1.0,0.1344621604367182,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=29.979511,-95.278628"
121700A22796010,'0.20 MI NW OF SAN JACINTO',30.234825,-95.42890277777778,"30.234825, -95.428903",1990,2,Moderate,91.0,104.72098,2.0,1.2,1.0,0.1344621604367182,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=30.234825,-95.428903"
121020B41697001,'0.5 MI SE OF IH 45',29.78503055555556,-95.36588888888888,"29.785031, -95.365889",1999,2,Moderate,91.0,104.72098,2.0,1.2,1.0,0.1344621604367182,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=29.785031,-95.365889"
121020B44289002,'0.05 MI N  OF IH 10',29.774525,-95.24736388888888,"29.774525, -95.247364",1993,2,Moderate,95.0,109.3241,2.0,1.2,1.0,0.1344621604367182,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=29.774525,-95.247364"
121020B44860001,'0.1 MI SW OF ECHO MNT DR',30.07626388888889,-95.18601666666667,"30.076264, -95.186017",2002,2,Moderate,91.0,104.72098,2.0,1.2,1.0,0.1344621604367182,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=30.076264,-95.186017"
121020AA4353005,'0.60 MI N OF GREEN RIVER',29.847644444444445,-95.21417777777778,"29.847644, -95.214178",2005,2,Moderate,95.0,109.3241,2.0,1.2,1.0,0.1344621604367182,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=29.847644,-95.214178"
121020005006105,'0.30 MI NW OF BARKER-CYPR',29.956066666666665,-95.67846666666668,"29.956067, -95.678467",1991,2,Moderate,91.0,104.72098,2.0,1.2,1.0,0.1344621604367182,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=29.956067,-95.678467"
111870017701237,'AT US 59 & TRINITY RIVER',30.569725,-94.95093611111112,"30.569725, -94.950936",2001,2,Moderate,85.0,97.8163,2.0,1.2,1.0,0.1344621604367182,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=30.569725,-94.950936"
172360170601007,'1.2 MI N OF FM 3179',30.630769444444446,-95.70443888888887,"30.630769, -95.704439",1955,2,Moderate,85.0,97.8163,1.0,1.2,2.0,0.1344621604367182,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=30.630769,-95.704439"
160130044703046,'2.5 MI E OF US 181',28.379161111111117,-97.68315,"28.379161, -97.683150",1971,3,High,105.0,120.8319,2.0,0.4,1.5428571428571427,0.1343622557593278,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=28.379161,-97.683150"
201240020014101,'3.1 MI SE OF IH 10',30.034519444444445,-94.10076666666666,"30.034519, -94.100767",1971,3,High,100.0,115.078,2.0,0.4,1.5428571428571427,0.1343622557593278,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=30.034519,-94.100767"
201240093202006,'0.6 MI SE OF IH 10',29.92908333333333,-94.2583638888889,"29.929083, -94.258364",1951,3,High,100.0,115.078,1.0,0.4,2.1142857142857143,0.1342797316103438,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=29.929083,-94.258364"
211090180401002,'1.35 MI S OF US 83',26.173369444444447,-98.25044444444444,"26.173369, -98.250444",1957,1,Low,69.0,79.40382,1.0,1.2,1.9428571428571428,0.1342786044904299,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=26.173369,-98.250444"
132350AA0305002,'2.4 MI NW OF JCT YORK RD',28.762616666666663,-96.9079888888889,"28.762617, -96.907989",1958,3,High,105.0,120.8319,1.3333333333333333,0.4,1.914285714285714,0.1342278873823492,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=28.762617,-96.907989"
121020B58089013,'0.40 MI W OF MYKAWA RD',29.638908333333333,-95.31714722222222,"29.638908, -95.317147",2001,2,Moderate,95.0,109.3241,1.0,1.2,1.0,0.1340485368989832,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=29.638908,-95.317147"
121020AA0571009,'2.55 MI N  OF IH 10',29.822080555555555,-95.6868,"29.822081, -95.686800",2000,2,Moderate,91.0,104.72098,1.0,1.2,1.0,0.1340485368989832,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=29.822081,-95.686800"
121020B57601001,'0.25 MI W OF MYKAWA RD',29.647841666666665,-95.31726111111112,"29.647842, -95.317261",2001,2,Moderate,95.0,109.3241,1.0,1.2,1.0,0.1340485368989832,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=29.647842,-95.317261"
121020B60041013,'0.40 MI W OF MYKAWA ROAD',29.643372222222222,-95.31715277777778,"29.643372, -95.317153",2001,2,Moderate,95.0,109.3241,1.0,1.2,1.0,0.1340485368989832,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=29.643372,-95.317153"
120200019202056,'2.0 MI W of SH 288',29.493161111111117,-95.43230833333334,"29.493161, -95.432308",2004,2,Moderate,95.0,109.3241,1.0,1.2,1.0,0.1340485368989832,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=29.493161,-95.432308"
120200019202057,'1.2 MI W of SH 288',29.488958333333333,-95.41998055555555,"29.488958, -95.419981",2004,2,Moderate,95.0,109.3241,1.0,1.2,1.0,0.1340485368989832,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=29.488958,-95.419981"
120850E00380005,'0.15 MI SE OF FM 518',29.523755555555557,-95.04628611111112,"29.523756, -95.046286",1995,2,Moderate,95.0,109.3241,1.0,1.2,1.0,0.1340485368989832,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=29.523756,-95.046286"
121020050003334,'0.35 MI NW OF FM 1959',29.59008611111111,-95.18826666666666,"29.590086, -95.188267",1994,2,Moderate,95.0,109.3241,1.0,1.2,1.0,0.1340485368989832,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=29.590086,-95.188267"
161290AA0107001,'1.00 MI SE OF FM 81',28.852022222222224,-97.67314166666668,"28.852022, -97.673142",2006,2,Moderate,85.0,97.8163,1.0,1.2,1.0,0.1340485368989832,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=28.852022,-97.673142"
121020100601154,'1.3 MI W OF FRY RD',29.87775277777778,-95.74536944444444,"29.877753, -95.745369",2009,2,Moderate,85.0,97.8163,1.0,1.2,1.0,0.1340485368989832,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=29.877753,-95.745369"
121020C02566004,'0.20 MI NW OF BELTWAY 8',29.635852777777774,-95.1702027777778,"29.635853, -95.170203",1996,2,Moderate,95.0,109.3241,1.0,1.2,1.0,0.1340485368989832,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=29.635853,-95.170203"
121020050003360,'0.80 MI SE OF FUQUA ST',29.60898333333333,-95.20903333333334,"29.608983, -95.209033",1992,2,Moderate,95.0,109.3241,1.0,1.2,1.0,0.1340485368989832,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=29.608983,-95.209033"
121020050003432,'0.5 Miles SE of FM 1959',29.575691666666668,-95.17346666666668,"29.575692, -95.173467",2015,2,Moderate,95.0,109.3241,1.0,1.2,1.0,0.1340485368989832,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=29.575692,-95.173467"
121020050003333,'1.40 MI NW OF FM 1959',29.60151666666667,-95.20026666666666,"29.601517, -95.200267",1994,2,Moderate,95.0,109.3241,1.0,1.2,1.0,0.1340485368989832,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=29.601517,-95.200267"
121020050003434,'0.6 Miles SE of FM 2351',29.563077777777774,-95.16253333333334,"29.563078, -95.162533",2016,2,Moderate,95.0,109.3241,1.0,1.2,1.0,0.1340485368989832,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=29.563078,-95.162533"
121020C00091001,'AT INT ANTHONY & CRENSHAW',29.637444444444444,-95.1502138888889,"29.637444, -95.150214",2009,2,Moderate,95.0,109.3241,1.0,1.2,1.0,0.1340485368989832,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=29.637444,-95.150214"
121020050003361,'0.80 MI SE OF FUQUA ST',29.609261111111117,-95.20853611111112,"29.609261, -95.208536",1993,2,Moderate,95.0,109.3241,1.0,1.2,1.0,0.1340485368989832,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=29.609261,-95.208536"
121020C02566003,'0.30 MI NW OF BELTWAY 8',29.637427777777777,-95.1709888888889,"29.637428, -95.170989",1996,2,Moderate,95.0,109.3241,1.0,1.2,1.0,0.1340485368989832,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=29.637428,-95.170989"
121020C00831001,'0.05 MI S OF SPENCER HWY',29.665338888888886,-95.14966111111112,"29.665339, -95.149661",1997,2,Moderate,95.0,109.3241,1.0,1.2,1.0,0.1340485368989832,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=29.665339,-95.149661"
121020050003433,'0.43 Miles SE of FM 1959',29.58188055555556,-95.17951388888888,"29.581881, -95.179514",2015,2,Moderate,95.0,109.3241,1.0,1.2,1.0,0.1340485368989832,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=29.581881,-95.179514"
201010020010162,'2.7 MI N OF FM 421',30.278791666666667,-94.23017777777778,"30.278792, -94.230178",2005,2,Moderate,89.0,102.41942,1.0,1.2,1.0,0.1340485368989832,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=30.278792,-94.230178"
120800168506078,'1.2 MI S OF OLD RICHMOND',29.65367222222222,-95.64889444444444,"29.653672, -95.648894",2002,2,Moderate,91.0,104.72098,1.0,1.2,1.0,0.1340485368989832,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=29.653672,-95.648894"
120800011103076,'0.2 MI S OF FM 2234',29.57928055555556,-95.43254444444445,"29.579281, -95.432544",2002,2,Moderate,95.0,109.3241,1.0,1.2,1.0,0.1340485368989832,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=29.579281,-95.432544"
121020098101033,'0.45 MI SW OF SH 3',29.52596944444444,-95.11741666666666,"29.525969, -95.117417",2008,2,Moderate,95.0,109.3241,1.0,1.2,1.0,0.1340485368989832,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=29.525969,-95.117417"
121020100601010,'1.4 MI W OF SH 6',29.87900833333333,-95.6685638888889,"29.879008, -95.668564",2001,2,Moderate,91.0,104.72098,1.0,1.2,1.0,0.1340485368989832,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=29.879008,-95.668564"
121020C02566002,'0.40 MI NW OF BELTWAY 8',29.63904722222222,-95.17127222222224,"29.639047, -95.171272",1996,2,Moderate,95.0,109.3241,1.0,1.2,1.0,0.1340485368989832,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=29.639047,-95.171272"
121020050201084,'1.60 MI W OF SH 146',29.69990555555556,-95.07796388888887,"29.699906, -95.077964",1995,2,Moderate,95.0,109.3241,1.0,1.2,1.0,0.1340485368989832,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=29.699906,-95.077964"
121020C03266001,'0.40 MI N OF HOLLY AVE',29.674850000000003,-95.17086944444443,"29.674850, -95.170869",2003,2,Moderate,95.0,109.3241,1.0,1.2,1.0,0.1340485368989832,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=29.674850,-95.170869"
121020AA6225003,'0.8 MI W OF BRKER CYPRESS',29.89538333333333,-95.69663055555556,"29.895383, -95.696631",2006,2,Moderate,91.0,104.72098,1.0,1.2,1.0,0.1340485368989832,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=29.895383,-95.696631"
121020050201063,'2.80 MI W OF SH 146',29.698694444444445,-95.07395,"29.698694, -95.073950",1991,2,Moderate,95.0,109.3241,1.0,1.2,1.0,0.1340485368989832,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=29.698694,-95.073950"
121020050201061,'2.30 MI E OF BW 8',29.710902777777772,-95.11483333333332,"29.710903, -95.114833",1992,2,Moderate,95.0,109.3241,1.0,1.2,1.0,0.1340485368989832,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=29.710903,-95.114833"
121020AA6128001,'0.40 MI N  OF N FRY RD',29.84796111111111,-95.72385555555556,"29.847961, -95.723856",2004,2,Moderate,85.0,97.8163,1.0,1.2,1.0,0.1340485368989832,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=29.847961,-95.723856"
121020050003443,'6.35 MI SE OF BW 8',29.53570555555556,-95.13711944444444,"29.535706, -95.137119",2016,2,Moderate,95.0,109.3241,1.0,1.2,1.0,0.1340485368989832,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=29.535706,-95.137119"
121020050003467,'0.65 Mi NW of FM518',29.512569444444445,-95.11988888888888,"29.512569, -95.119889",2024,2,Moderate,95.0,109.3241,1.0,1.2,1.0,0.1340485368989832,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=29.512569,-95.119889"
121020C02566006,'0.10 MI NW OF BELTWAY 8',29.634480555555555,-95.16900277777778,"29.634481, -95.169003",1996,2,Moderate,95.0,109.3241,1.0,1.2,1.0,0.1340485368989832,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=29.634481,-95.169003"
121020C02566005,'0.10 MI NW OF BELTWAY 8',29.634463888888888,-95.16898611111112,"29.634464, -95.168986",1996,2,Moderate,95.0,109.3241,1.0,1.2,1.0,0.1340485368989832,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=29.634464,-95.168986"
121020325604293,'3.90 MI E SH288 & BW8',29.60055277777778,-95.33169444444444,"29.600553, -95.331694",1996,2,Moderate,95.0,109.3241,1.0,1.2,1.0,0.1340485368989832,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=29.600553,-95.331694"
121020325604374,'0.40 MI W  OF SH 35',29.600472222222223,-95.29818888888887,"29.600472, -95.298189",1995,2,Moderate,95.0,109.3241,1.0,1.2,1.0,0.1340485368989832,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=29.600472,-95.298189"
